InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
579546,85099F,JUMBO BAG STRAWBERRY,5,11/30/2011 10:37,2.08,,United Kingdom
565682,22553,PLASTERS IN TIN SKULLS,1,9/6/2011 10:42,1.65,14796.0,United Kingdom
539766,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,12,12/22/2010 11:11,2.1,14092.0,United Kingdom
559055,22248,DECORATION  PINK CHICK MAGIC GARDEN,1,7/5/2011 17:09,0.83,,United Kingdom
537391,21355,TOAST ITS - I LOVE YOU ,3,12/6/2010 13:53,1.25,16550.0,United Kingdom
552673,22456,NATURAL SLATE CHALKBOARD LARGE ,1,5/10/2011 15:07,9.96,,United Kingdom
555925,82567,"AIRLINE LOUNGE,METAL SIGN",1,6/7/2011 17:13,1.63,,United Kingdom
578084,22603,CHRISTMAS RETROSPOT TREE WOOD,12,11/22/2011 16:34,0.85,12465.0,Belgium
544569,22200,FRYING PAN PINK POLKADOT,1,2/21/2011 12:58,4.25,16980.0,United Kingdom
543094,22196,SMALL HEART MEASURING SPOONS,9,2/3/2011 11:28,0.85,16030.0,United Kingdom
568833,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,9/29/2011 11:39,0.65,17348.0,United Kingdom
549571,21181,PLEASE ONE PERSON METAL SIGN,12,4/10/2011 15:25,2.1,15655.0,United Kingdom
547990,21358,TOAST ITS - HAPPY BIRTHDAY,12,3/29/2011 9:53,1.25,15589.0,United Kingdom
571282,23252,VINTAGE RED ENAMEL TRIM JUG ,1,10/16/2011 13:24,3.75,15545.0,United Kingdom
557125,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,188,6/16/2011 18:40,4.25,17450.0,United Kingdom
571257,22737,RIBBON REEL CHRISTMAS PRESENT ,1,10/14/2011 17:17,3.29,,United Kingdom
537144,22100,SKULLS SQUARE TISSUE BOX,1,12/5/2010 13:00,1.25,15880.0,United Kingdom
569129,22728,ALARM CLOCK BAKELIKE PINK,3,9/30/2011 13:40,3.75,15034.0,United Kingdom
574297,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,4,11/3/2011 15:54,4.15,16602.0,United Kingdom
546136,84507C,BLUE CIRCLES DESIGN MONKEY DOLL,1,3/9/2011 16:32,4.96,,United Kingdom
580137,85152,HAND OVER THE CHOCOLATE   SIGN ,1,12/1/2011 19:54,2.1,17566.0,United Kingdom
575875,23265,SET OF 3 WOODEN TREE DECORATIONS,2,11/11/2011 13:06,2.46,,United Kingdom
569637,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,10/5/2011 12:14,0.85,15757.0,United Kingdom
540528,22444,GROW YOUR OWN PLANT IN A CAN ,24,1/9/2011 13:50,1.25,17800.0,United Kingdom
C540307,M,Manual,-2,1/6/2011 12:58,21.95,15823.0,United Kingdom
541219,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,1/14/2011 14:06,10.79,,United Kingdom
571046,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,10/13/2011 13:35,5.95,18096.0,United Kingdom
550439,22674,FRENCH TOILET SIGN BLUE METAL,6,4/18/2011 12:17,1.25,18231.0,United Kingdom
565410,22916,HERB MARKER THYME,12,9/4/2011 11:17,0.65,14691.0,United Kingdom
553219,22855,FINE WICKER HEART ,12,5/16/2011 9:57,1.25,13769.0,United Kingdom
559317,10133,COLOURING PENCILS BROWN TUBE,4,7/7/2011 14:03,0.42,17611.0,United Kingdom
571936,23296,SET OF 6 TEA TIME BAKING CASES,16,10/20/2011 9:04,1.25,15814.0,United Kingdom
579147,23451,SQUARE MINI PORTRAIT FRAME,1,11/28/2011 13:20,1.95,13263.0,United Kingdom
539933,22962,JAM JAR WITH PINK LID,12,12/23/2010 11:24,0.85,15235.0,United Kingdom
543040,20674,GREEN POLKADOT BOWL,1,2/2/2011 17:06,1.25,17337.0,United Kingdom
570672,22483,RED GINGHAM TEDDY BEAR ,6,10/11/2011 14:52,2.95,12536.0,France
580109,23571,TRADITIONAL NAUGHTS & CROSSES,36,12/1/2011 15:46,1.65,17350.0,United Kingdom
542151,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12,1/26/2011 10:30,1.25,13491.0,United Kingdom
568721,23344,JUMBO BAG 50'S CHRISTMAS ,1,9/28/2011 16:24,4.13,,United Kingdom
576329,23377,PACK OF 12 DOLLY GIRL TISSUES,4,11/14/2011 15:22,0.83,,United Kingdom
553125,23200,JUMBO BAG PEARS,10,5/13/2011 12:13,1.95,17139.0,United Kingdom
571271,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,2,10/16/2011 12:16,0.85,15440.0,United Kingdom
547712,22423,REGENCY CAKESTAND 3 TIER,3,3/24/2011 19:31,12.75,16905.0,United Kingdom
570228,22110,BIRD HOUSE HOT WATER BOTTLE,2,10/9/2011 13:28,2.55,15821.0,United Kingdom
571940,22297,HEART IVORY TRELLIS SMALL,24,10/20/2011 9:57,1.25,15301.0,United Kingdom
564745,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,8/28/2011 15:27,8.5,16806.0,United Kingdom
578347,23154,SET OF 4 JAM JAR MAGNETS,1,11/24/2011 9:26,4.13,,United Kingdom
577728,23381,PACK OF 12 VINTAGE LEAF TISSUES ,12,11/21/2011 12:52,0.39,17811.0,United Kingdom
563689,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,8/18/2011 12:43,4.95,15743.0,United Kingdom
579093,23697,A PRETTY THANK YOU CARD,12,11/28/2011 10:54,0.42,13081.0,United Kingdom
541631,84927D,LA PALMIERA TILE HOOK,6,1/20/2011 10:47,2.1,12637.0,France
571717,21591,COSY HOUR CIGAR BOX MATCHES ,3,10/18/2011 17:10,1.25,14381.0,United Kingdom
537484,22776,SWEETHEART CAKESTAND 3 TIER,12,12/7/2010 11:30,8.5,14733.0,United Kingdom
556056,20728,LUNCH BAG CARS BLUE,2,6/8/2011 13:35,1.65,17841.0,United Kingdom
581123,21993,FLORAL FOLK STATIONERY SET,12,12/7/2011 12:34,1.25,15750.0,United Kingdom
560434,21786,POLKADOT RAIN HAT ,1,7/18/2011 15:56,0.83,,United Kingdom
576079,23301,GARDENERS KNEELING PAD KEEP CALM ,5,11/13/2011 16:24,1.65,16877.0,United Kingdom
541695,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,8,1/20/2011 18:01,0.83,,United Kingdom
573152,21248,DOOR HANGER  MUM + DADS ROOM,2,10/27/2011 20:16,1.45,17530.0,United Kingdom
575871,23524,WALL ART HORSE & PONY ,6,11/11/2011 12:52,3.75,14911.0,EIRE
547565,21677,HEARTS  STICKERS,12,3/24/2011 9:21,0.85,13035.0,United Kingdom
540001,22151,PLACE SETTING WHITE HEART,48,1/4/2011 10:22,0.42,18097.0,United Kingdom
540176,22302,COFFEE MUG PEARS  DESIGN,36,1/5/2011 12:40,2.1,17511.0,United Kingdom
559307,22400,MAGNETS PACK OF 4 HOME SWEET HOME,12,7/7/2011 13:02,0.39,15356.0,United Kingdom
568135,21218,RED SPOTTY BISCUIT TIN,1,9/23/2011 17:04,8.29,,United Kingdom
559518,22357,KINGS CHOICE BISCUIT TIN,1,7/8/2011 16:11,8.29,,United Kingdom
557233,22659,LUNCH BOX I LOVE LONDON,1,6/17/2011 14:44,1.95,15356.0,United Kingdom
558262,22555,PLASTERS IN TIN STRONGMAN,96,6/28/2011 8:45,1.45,14646.0,Netherlands
577778,82580,BATHROOM METAL SIGN,1,11/21/2011 16:10,0.55,16549.0,United Kingdom
578114,22186,RED STAR CARD HOLDER,12,11/23/2011 9:41,1.95,16185.0,United Kingdom
560368,20679,EDWARDIAN PARASOL RED,1,7/18/2011 12:25,5.95,17841.0,United Kingdom
541216,82482,WOODEN PICTURE FRAME WHITE FINISH,1,1/14/2011 13:52,2.55,15311.0,United Kingdom
552266,23299,FOOD COVER WITH BEADS SET 2 ,6,5/8/2011 11:41,3.75,13975.0,United Kingdom
559338,47593B,SCOTTIE DOGS BABY BIB,2,7/7/2011 16:30,0.83,,United Kingdom
544825,47594A,CAROUSEL DESIGN WASHBAG,6,2/24/2011 9:32,1.95,15606.0,United Kingdom
578041,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,11/22/2011 14:23,0.85,17338.0,United Kingdom
567683,22537,MAGIC DRAWING SLATE DINOSAUR,24,9/21/2011 16:31,0.42,13704.0,United Kingdom
568167,22766,PHOTO FRAME CORNICE,8,9/25/2011 12:45,2.95,15706.0,United Kingdom
540026,21948,SET OF 6 CAKE CHOPSTICKS,2,1/4/2011 13:25,1.28,,United Kingdom
563906,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,8/21/2011 11:50,1.25,14246.0,United Kingdom
566949,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,9/15/2011 16:32,1.63,,United Kingdom
536578,21484,CHICK GREY HOT WATER BOTTLE,8,12/1/2010 16:15,3.45,17690.0,United Kingdom
538069,21098,CHRISTMAS TOILET ROLL,6,12/9/2010 14:08,1.25,16795.0,United Kingdom
577770,23247,BISCUIT TIN 50'S CHRISTMAS,12,11/21/2011 15:33,2.89,13282.0,United Kingdom
540267,22858,EASTER TIN KEEPSAKE,48,1/6/2011 11:12,1.65,12415.0,Australia
578901,23265,SET OF 3 WOODEN TREE DECORATIONS,1,11/27/2011 11:47,1.25,17812.0,United Kingdom
545912,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,3/8/2011 10:33,6.75,15944.0,United Kingdom
558263,23014,GLASS APOTHECARY BOTTLE ELIXIR,12,6/28/2011 8:50,3.45,14646.0,Netherlands
565747,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,9/6/2011 12:38,4.25,14239.0,United Kingdom
581146,23356,LOVE HOT WATER BOTTLE,4,12/7/2011 13:53,5.95,17602.0,United Kingdom
572472,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,10/24/2011 13:34,0.29,14139.0,United Kingdom
C537039,22854,CREAM SWEETHEART EGG HOLDER,-1,12/5/2010 10:25,4.95,15708.0,United Kingdom
565324,23343,JUMBO BAG VINTAGE CHRISTMAS ,2,9/2/2011 13:18,2.08,13232.0,United Kingdom
539492,48184,DOORMAT ENGLISH ROSE ,1,12/20/2010 10:14,14.43,,United Kingdom
543985,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2/15/2011 9:44,4.13,,United Kingdom
577768,21123,SET/10 IVORY POLKADOT PARTY CANDLES,1,11/21/2011 15:18,0.83,,United Kingdom
581439,22599,CHRISTMAS MUSICAL ZINC STAR,9,12/8/2011 16:30,0.83,,United Kingdom
545045,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,2/27/2011 11:40,3.75,15708.0,United Kingdom
573904,23321,SMALL WHITE HEART OF WICKER,4,11/1/2011 14:54,1.65,14505.0,United Kingdom
563714,22094,RED RETROSPOT TISSUE BOX,36,8/18/2011 15:51,0.39,14565.0,United Kingdom
565610,23351,ROLL WRAP 50'S CHRISTMAS,12,9/5/2011 14:56,1.25,14849.0,United Kingdom
545709,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,3/7/2011 9:49,1.65,12708.0,Germany
574940,22942,CHRISTMAS LIGHTS 10 SANTAS ,6,11/7/2011 17:21,8.5,14929.0,United Kingdom
557472,21922,UNION STRIPE WITH FRINGE  HAMMOCK,2,6/20/2011 13:27,7.95,12432.0,Norway
567461,21484,CHICK GREY HOT WATER BOTTLE,4,9/20/2011 12:31,8.29,,United Kingdom
579156,23490,T-LIGHT HOLDER HANGING LOVE BIRD,12,11/28/2011 13:47,3.75,17419.0,United Kingdom
561882,22690,DOORMAT HOME SWEET HOME BLUE ,4,7/31/2011 12:52,7.95,13388.0,United Kingdom
556494,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,6/12/2011 14:57,8.95,17802.0,United Kingdom
572763,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,10/26/2011 9:54,4.25,12812.0,Japan
573405,23322,LARGE WHITE HEART OF WICKER,3,10/30/2011 15:55,2.95,13822.0,United Kingdom
564342,21703,BAG 125g SWIRLY MARBLES,9,8/24/2011 14:53,0.42,16340.0,United Kingdom
551718,84946,ANTIQUE SILVER T-LIGHT GLASS,1,5/3/2011 16:06,2.46,,United Kingdom
581375,23498,CLASSIC BICYCLE CLIPS ,12,12/8/2011 12:36,1.45,16210.0,United Kingdom
560854,22986,WRAP GINGHAM ROSE ,25,7/21/2011 12:46,0.42,13098.0,United Kingdom
576057,22418,10 COLOUR SPACEBOY PEN,12,11/13/2011 15:05,0.85,15861.0,United Kingdom
550987,22183,CAKE STAND VICTORIAN FILIGREE MED,1,4/21/2011 18:10,5.79,,United Kingdom
C569032,22659,LUNCH BOX I LOVE LONDON,-36,9/30/2011 10:40,1.65,15061.0,United Kingdom
565754,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,9/6/2011 13:11,1.25,15462.0,United Kingdom
542611,20963,APPLE BATH SPONGE,10,1/30/2011 14:13,1.25,15415.0,United Kingdom
540848,22424,ENAMEL BREAD BIN CREAM,1,1/12/2011 9:26,25.49,,United Kingdom
552967,23067,HANGING ENGRAVED METAL HEART,8,5/12/2011 13:12,4.15,16006.0,United Kingdom
576837,22592,CARDHOLDER HOLLY WREATH METAL,7,11/16/2011 15:16,7.46,,United Kingdom
567297,23352,ROLL WRAP 50'S RED CHRISTMAS ,12,9/19/2011 12:27,1.25,15594.0,United Kingdom
571746,22418,10 COLOUR SPACEBOY PEN,24,10/19/2011 10:56,0.85,17043.0,United Kingdom
580367,22745,POPPY'S PLAYHOUSE BEDROOM ,1,12/2/2011 16:39,4.13,,United Kingdom
547547,23004,TRAVEL CARD WALLET PANTRY,1,3/23/2011 15:30,0.83,,United Kingdom
576217,84879,ASSORTED COLOUR BIRD ORNAMENT,3,11/14/2011 12:56,1.69,17081.0,United Kingdom
548801,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,4/4/2011 12:44,1.25,15289.0,United Kingdom
558865,84978,HANGING HEART JAR T-LIGHT HOLDER,36,7/4/2011 12:39,1.06,,EIRE
C543661,22423,REGENCY CAKESTAND 3 TIER,-7,2/11/2011 10:41,10.95,12471.0,Germany
572338,22192,BLUE DINER WALL CLOCK,6,10/24/2011 10:30,8.5,15380.0,United Kingdom
573109,48188,DOORMAT WELCOME PUPPIES,10,10/27/2011 15:19,7.08,15144.0,United Kingdom
569835,23537,WALL ART I LOVE LONDON ,6,10/6/2011 13:05,4.95,15518.0,United Kingdom
574306,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,11/3/2011 16:37,4.95,17481.0,United Kingdom
557291,82578,KITCHEN METAL SIGN,12,6/19/2011 13:01,0.55,18230.0,United Kingdom
580115,22697,GREEN REGENCY TEACUP AND SAUCER,1,12/1/2011 16:22,5.79,,United Kingdom
551351,22822,CREAM WALL PLANTER HEART SHAPED,16,4/28/2011 10:20,4.95,14298.0,United Kingdom
577358,21739,COSY SLIPPER SHOES SMALL GREEN,1,11/18/2011 15:59,2.46,,United Kingdom
555819,22855,FINE WICKER HEART ,12,6/7/2011 12:00,1.25,15073.0,United Kingdom
569544,22846,BREAD BIN DINER STYLE RED ,1,10/4/2011 16:33,33.29,,United Kingdom
545217,22487,WHITE WOOD GARDEN PLANT LADDER,1,2/28/2011 16:59,19.96,,United Kingdom
548153,21704,BAG 250g SWIRLY MARBLES,72,3/29/2011 13:05,0.72,15129.0,United Kingdom
538651,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,6,12/13/2010 15:07,0.85,15311.0,United Kingdom
579777,21981,PACK OF 12 WOODLAND TISSUES ,2,11/30/2011 15:13,0.83,,United Kingdom
564166,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,8/23/2011 13:40,3.75,15089.0,United Kingdom
545215,22664,TOY TIDY DOLLY GIRL DESIGN,1,2/28/2011 16:47,4.13,,United Kingdom
557064,21745,GAOLERS KEYS DECORATIVE GARDEN ,2,6/16/2011 15:07,3.75,13263.0,United Kingdom
551174,21656,RIDGED GLASS POSY VASE ,2,4/26/2011 17:02,1.63,,United Kingdom
574740,23196,VINTAGE LEAF MAGNETIC NOTEPAD,48,11/6/2011 16:07,1.25,12357.0,Switzerland
559878,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,7/13/2011 11:19,2.1,15493.0,United Kingdom
576059,21756,BATH BUILDING BLOCK WORD,2,11/13/2011 15:19,6.25,15411.0,United Kingdom
570715,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,24,10/12/2011 10:23,2.1,18287.0,United Kingdom
574056,22551,PLASTERS IN TIN SPACEBOY,96,11/2/2011 14:09,1.45,14646.0,Netherlands
574733,23202,JUMBO BAG VINTAGE LEAF,20,11/6/2011 15:17,2.08,17082.0,United Kingdom
539501,22314,OFFICE MUG WARMER CHOC+BLUE,2,12/20/2010 11:08,2.95,17085.0,United Kingdom
571640,23501,KEY RING BASEBALL BOOT UNION JACK,80,10/18/2011 12:01,1.25,17203.0,United Kingdom
557263,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",24,6/19/2011 11:08,4.25,14646.0,Netherlands
547785,23177,TREASURE ISLAND BOOK BOX,1,3/25/2011 11:41,2.25,13097.0,United Kingdom
557643,20711,JUMBO BAG TOYS ,2,6/21/2011 16:36,4.13,,United Kingdom
575875,84558A,3D DOG PICTURE PLAYING CARDS,1,11/11/2011 13:06,5.79,,United Kingdom
554511,20694,FLORAL PINK MONSTER,1,5/24/2011 15:52,7.46,,United Kingdom
551291,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,4/27/2011 14:26,1.65,14298.0,United Kingdom
552232,15058C,ICE CREAM DESIGN GARDEN PARASOL,1,5/6/2011 15:54,10.79,,United Kingdom
537153,22560,TRADITIONAL MODELLING CLAY,8,12/5/2010 13:03,1.25,16718.0,United Kingdom
574074,22602,RETROSPOT WOODEN HEART DECORATION,3,11/2/2011 15:33,1.63,,United Kingdom
547194,21154,RED RETROSPOT OVEN GLOVE ,2,3/21/2011 12:42,1.25,12637.0,France
544286,21062,PARTY INVITES SPACEMAN,4,2/17/2011 12:29,0.85,13151.0,United Kingdom
541997,85176,SEWING SUSAN 21 NEEDLE SET,9,1/25/2011 10:38,0.85,18077.0,United Kingdom
567473,21934,SKULL SHOULDER BAG,1,9/20/2011 12:50,1.65,17841.0,United Kingdom
544480,22935,BAKING MOULD ROSE MILK CHOCOLATE,72,2/21/2011 10:32,2.75,14646.0,Netherlands
567482,22750,FELTCRAFT PRINCESS LOLA DOLL,3,9/20/2011 13:42,3.75,16464.0,United Kingdom
548522,22698,PINK REGENCY TEACUP AND SAUCER,1,3/31/2011 16:43,5.79,,United Kingdom
559138,21524,DOORMAT SPOTTY HOME SWEET HOME,1,7/6/2011 13:35,7.95,16919.0,United Kingdom
551270,22716,CARD CIRCUS PARADE,12,4/27/2011 12:35,0.42,15891.0,United Kingdom
567613,22301,COFFEE MUG CAT + BIRD DESIGN,12,9/21/2011 11:49,2.55,13908.0,United Kingdom
569524,85014A,BLACK/BLUE POLKADOT UMBRELLA,2,10/4/2011 14:42,5.95,14506.0,United Kingdom
552543,20727,LUNCH BAG  BLACK SKULL.,10,5/10/2011 10:22,1.65,12399.0,Belgium
557615,20726,LUNCH BAG WOODLAND,10,6/21/2011 13:24,1.65,15498.0,United Kingdom
547374,22519,CHILDS GARDEN BRUSH PINK,1,3/22/2011 13:54,2.1,16110.0,United Kingdom
552803,16151A,FLOWERS HANDBAG blue and orange,2,5/11/2011 12:32,1.25,14573.0,United Kingdom
580115,22600,CHRISTMAS RETROSPOT STAR WOOD,8,12/1/2011 16:22,1.63,,United Kingdom
565156,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,9/1/2011 15:04,0.55,13045.0,United Kingdom
559134,22727,ALARM CLOCK BAKELIKE RED ,4,7/6/2011 13:14,3.75,12700.0,France
578815,23403,LETTER HOLDER HOME SWEET HOME,4,11/25/2011 13:42,3.75,13860.0,United Kingdom
560723,22545,MINI JIGSAW BUNNIES,1,7/20/2011 13:53,0.42,16464.0,United Kingdom
574965,22560,TRADITIONAL MODELLING CLAY,1,11/8/2011 10:44,1.25,17964.0,United Kingdom
578155,85036C,ROSE 1 WICK MORRIS BOXED CANDLE,1,11/23/2011 11:32,1.25,12748.0,United Kingdom
571214,23080,RED METAL BOX TOP SECRET,2,10/14/2011 12:56,8.25,14390.0,United Kingdom
576198,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,11/14/2011 12:12,0.65,17538.0,United Kingdom
552456,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,5/9/2011 14:40,2.95,13999.0,United Kingdom
565967,20727,LUNCH BAG  BLACK SKULL.,20,9/8/2011 11:27,1.65,14646.0,Netherlands
569728,22147,FELTCRAFT BUTTERFLY HEARTS,12,10/6/2011 9:38,1.45,15416.0,United Kingdom
556082,22094,RED RETROSPOT TISSUE BOX,2,6/8/2011 15:22,2.46,,United Kingdom
554512,21090,SET/6 COLLAGE PAPER PLATES,3,5/24/2011 15:54,0.83,,United Kingdom
568782,22380,TOY TIDY SPACEBOY  ,15,9/29/2011 8:53,2.1,13985.0,United Kingdom
550988,20712,JUMBO BAG WOODLAND ANIMALS,10,4/21/2011 18:10,2.08,14231.0,United Kingdom
541592,84086C,PINK/PURPLE RETRO RADIO,4,1/19/2011 15:08,2.46,,United Kingdom
564541,22112,CHOCOLATE HOT WATER BOTTLE,3,8/25/2011 15:35,4.95,16309.0,United Kingdom
564020,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,8/22/2011 11:57,2.08,13971.0,United Kingdom
577749,20725,LUNCH BAG RED RETROSPOT,10,11/21/2011 14:26,1.65,16242.0,United Kingdom
576326,85150,LADIES & GENTLEMEN METAL SIGN,1,11/14/2011 15:18,2.55,16504.0,United Kingdom
C571285,22915,ASSORTED BOTTLE TOP  MAGNETS ,-36,10/16/2011 14:26,0.42,16533.0,United Kingdom
548452,48194,DOORMAT HEARTS,2,3/31/2011 11:37,7.95,13060.0,United Kingdom
571931,23163,REGENCY SUGAR TONGS,1,10/19/2011 16:59,4.96,,United Kingdom
546761,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,3/16/2011 14:02,8.15,17858.0,United Kingdom
562933,21447,12 IVORY ROSE PEG PLACE SETTINGS,1,8/10/2011 16:51,2.46,,United Kingdom
555542,22961,JAM MAKING SET PRINTED,12,6/5/2011 12:51,1.45,15108.0,European Community
541838,21363,HOME SMALL WOOD LETTERS,6,1/23/2011 10:43,4.95,12916.0,United Kingdom
579145,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,11/28/2011 13:13,1.65,14597.0,United Kingdom
571716,21992,VINTAGE PAISLEY STATIONERY SET,1,10/18/2011 17:05,2.46,,United Kingdom
560688,22385,JUMBO BAG SPACEBOY DESIGN,4,7/20/2011 11:54,2.08,16393.0,United Kingdom
573585,46776C,WOVEN FROST CUSHION COVER,2,10/31/2011 14:41,4.13,,United Kingdom
568399,23312,VINTAGE CHRISTMAS GIFT SACK,4,9/27/2011 10:26,4.15,16145.0,United Kingdom
568186,23506,MINI PLAYING CARDS SPACEBOY ,1,9/25/2011 14:08,0.42,17837.0,United Kingdom
567898,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,9/22/2011 16:20,4.95,13394.0,United Kingdom
550835,22848,BREAD BIN DINER STYLE PINK,1,4/21/2011 10:52,16.95,15034.0,United Kingdom
570482,23203,JUMBO BAG VINTAGE DOILY ,1,10/10/2011 17:00,2.08,17459.0,United Kingdom
570871,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,10/12/2011 16:36,3.29,,United Kingdom
581188,21442,GREEN BIRDHOUSE DECORATION,24,12/7/2011 16:47,0.19,17735.0,United Kingdom
574901,21668,RED STRIPE CERAMIC DRAWER KNOB,24,11/7/2011 15:15,1.45,17158.0,United Kingdom
553054,22925,BLUE GIANT GARDEN THERMOMETER,1,5/13/2011 10:22,5.95,17886.0,United Kingdom
555720,22751,FELTCRAFT PRINCESS OLIVIA DOLL,6,6/6/2011 15:46,3.75,16611.0,United Kingdom
548327,23127,FELTCRAFT GIRL NICOLE KIT,1,3/30/2011 13:05,4.95,16788.0,United Kingdom
571183,37450,CERAMIC CAKE BOWL + HANGING CAKES,2,10/14/2011 11:08,2.95,14796.0,United Kingdom
577228,21126,SET OF 6 GIRLS CELEBRATION CANDLES,2,11/18/2011 12:07,1.25,12391.0,Cyprus
552769,20728,LUNCH BAG CARS BLUE,1,5/11/2011 11:47,1.65,16241.0,United Kingdom
539958,22257,FELT FARM ANIMAL SHEEP,1,12/23/2010 13:26,0.85,,United Kingdom
540482,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,1/7/2011 15:48,0.65,14672.0,United Kingdom
536947,21217,RED RETROSPOT ROUND CAKE TINS,3,12/3/2010 12:29,9.95,13013.0,United Kingdom
575930,23313,VINTAGE CHRISTMAS BUNTING,3,11/11/2011 17:58,10.79,,United Kingdom
542906,84406B,CREAM CUPID HEARTS COAT HANGER,2,2/1/2011 15:12,6.63,,United Kingdom
549589,22082,RIBBON REEL STRIPES DESIGN ,10,4/11/2011 10:04,1.65,16552.0,United Kingdom
548531,84406B,CREAM CUPID HEARTS COAT HANGER,24,3/31/2011 17:12,4.15,14031.0,United Kingdom
578147,21592,RETROSPOT CIGAR BOX MATCHES ,2,11/23/2011 11:09,1.25,12748.0,United Kingdom
571064,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,10/13/2011 14:48,1.65,17181.0,United Kingdom
577034,85199S,SMALL HANGING IVORY/RED WOOD BIRD,2,11/17/2011 13:16,0.42,12847.0,United Kingdom
551956,22421,LIPSTICK PEN FUSCHIA,5,5/5/2011 12:22,0.42,15021.0,United Kingdom
572192,22572,ROCKING HORSE GREEN CHRISTMAS ,1,10/21/2011 11:30,0.85,18118.0,United Kingdom
564638,22080,RIBBON REEL POLKADOTS ,10,8/26/2011 12:54,1.65,13812.0,Germany
557896,22748,POPPY'S PLAYHOUSE KITCHEN,1,6/23/2011 14:22,2.1,17611.0,United Kingdom
555368,22224,WHITE LOVEBIRD LANTERN,6,6/2/2011 14:30,2.95,13437.0,United Kingdom
562540,21791,VINTAGE HEADS AND TAILS CARD GAME ,5,8/5/2011 15:38,1.25,17400.0,United Kingdom
541696,21212,PACK OF 72 RETROSPOT CAKE CASES,1,1/20/2011 18:08,1.25,,United Kingdom
557277,22138,BAKING SET 9 PIECE RETROSPOT ,3,6/19/2011 12:06,4.95,16484.0,United Kingdom
556036,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,6/8/2011 12:37,8.25,15159.0,United Kingdom
562200,22624,IVORY KITCHEN SCALES,2,8/3/2011 12:21,8.5,17719.0,United Kingdom
560262,22084,PAPER CHAIN KIT EMPIRE,1,7/17/2011 13:40,2.95,14224.0,United Kingdom
574738,23583,LUNCH BAG PAISLEY PARK  ,3,11/6/2011 16:01,1.65,12748.0,United Kingdom
541592,21936,RED RETROSPOT PICNIC BAG,1,1/19/2011 15:08,5.79,,United Kingdom
546417,23127,FELTCRAFT GIRL NICOLE KIT,3,3/13/2011 10:48,4.95,14800.0,United Kingdom
565836,21121,SET/10 RED POLKADOT PARTY CANDLES,24,9/7/2011 11:41,1.25,17511.0,United Kingdom
560305,21718,RED METAL BEACH SPADE ,5,7/18/2011 10:49,1.25,16511.0,United Kingdom
552000,20829,GLITTER HANGING BUTTERFLY STRING,1,5/5/2011 15:56,4.13,,United Kingdom
578344,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,1,11/24/2011 9:21,2.46,,United Kingdom
580647,23480,MINI LIGHTS WOODLAND MUSHROOMS,6,12/5/2011 13:14,3.75,14083.0,United Kingdom
